year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form|country
1990|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|NA|-99|Colombia
1991|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1992|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1993|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1994|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1995|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1996|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1997|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1998|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1999|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|1, 7|Colombia
2000|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|1, 7|Colombia
2001|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|1|0|1, 7|Colombia
2002|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|2|Colombia
2003|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|NA|5, 7|Colombia
2004|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|2, 5, 7|Colombia
2005|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2006|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2007|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|0|0|1|1|Colombia
2008|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|5|Colombia
2009|92|289|FARC–EP|1604|743|3|3|2|5|100|0|0|0|1|0|0|1|0|0|1, 5|Colombia
2010|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|3|0|0|1, 2, 3, 5|Colombia
2011|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|3|0|0|1, 2, 3, 5|Colombia
2012|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|3|0|0|1, 2, 3, 5|Colombia
2013|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|3|0|0|1, 2, 3, 5|Colombia
2014|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|2|0|0|2, 3, 5|Colombia
2015|92|289|FARC|1604|743|3|3|2|5|100|0|0|0|1|0|0|2|0|0|2, 3, 5|Colombia
1989|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1990|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|NA|-99|Colombia
1991|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1992|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1993|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1994|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1995|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1996|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1997|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1998|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1999|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2000|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2001|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2002|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2003|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|NA|-99|Colombia
2004|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|1|0|0|2|Colombia
2005|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2006|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2007|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|0|1|0|0|0|0|-99|Colombia
2008|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2009|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|0|0|1|1|0|0|1, 5|Colombia
2010|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|3|1|0|1, 2, 3, 5, 7|Colombia
2011|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|0|1|0|3|0|0|1, 3, 5|Colombia
2012|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|0|1|0|3|1|0|1, 3, 5|Colombia
2013|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|3|0|0|1, 3, 5|Colombia
2014|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|0|1|0|1|1|0|2, 3|Colombia
2015|92|289|ELN|1605|744|3|3|2|5|100|0|0|0|1|0|0|1|0|0|2, 3|Colombia
1989|92|289|M-19|1606|745|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1990|92|289|M-19|1606|745|3|3|2|5|100|0|0|0|0|0|1|0|0|NA|-99|Colombia
1991|92|289|M-19|1606|745|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1992|92|289|M-19|1606|745|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1993|92|289|M-19|1606|745|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1989|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
1990|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|1|0|0|0|0|NA|-99|Colombia
1991|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1992|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1993|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1994|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1995|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
2004|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|1|0|0|0|0|0|-99|Colombia
2005|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
2006|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
2007|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
2008|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
2009|92|289|EPL|1607|746|3|3|2|5|100|0|0|0|0|0|1|0|0|0|-99|Colombia
1989|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|2|NA|1, 7|Peru
1990|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|2|NA|1|Peru
1991|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|1|0|1|Peru
1992|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|0|1|1|Peru
1993|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|0|0|1|Peru
1994|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|0|1|1, 7|Peru
1995|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1996|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|1|1|1|1|Peru
1997|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1998|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1999|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2000|95|292|Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2001|95|292|Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2002|95|292|Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2003|95|292|Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|NA|-99|Peru
2004|95|292|Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2007|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2008|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
2009|95|292|Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2010|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2011|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2012|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2013|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|NA|0|-99|Peru
2014|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2015|95|292|Government of Peru|135|21|1|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1989|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
1990|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
1991|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|2|0|0|6, 7|Peru
1992|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1993|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1994|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1995|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1996|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1997|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1998|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1999|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2000|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2001|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2002|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2003|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|NA|-99|Peru
2004|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2007|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2008|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
2009|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2010|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
2011|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2012|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2013|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|NA|0|-99|Peru
2014|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2015|95|292|Sendero Luminoso|1611|750|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1989|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
1990|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|1|0|0|0|0|NA|-99|Peru
1991|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1992|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1993|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|1|0|0|0|0|0|-99|Peru
1994|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1995|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1996|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1997|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
1998|95|292|MRTA|1612|751|3|3|2|5|135|0|0|0|0|0|1|0|0|0|-99|Peru
2011|97|294|Government of Thailand|800|147|3|2|1|3|800|811|0|0|1|0|0|0|0|0|-99|Cambodia (Kampuchea), Thailand
2012|97|294|Government of Thailand|800|147|3|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2013|97|294|Government of Thailand|800|147|3|2|1|3|800|811|0|0|0|0|1|0|NA|0|-99|Cambodia (Kampuchea), Thailand
2014|97|294|Government of Thailand|800|147|3|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2015|97|294|Government of Thailand|800|147|3|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2011|97|294|Government of Cambodia (Kampuchea)|811|148|1|2|1|3|800|811|0|0|1|0|0|0|0|0|-99|Cambodia (Kampuchea), Thailand
2012|97|294|Government of Cambodia (Kampuchea)|811|148|1|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2013|97|294|Government of Cambodia (Kampuchea)|811|148|1|2|1|3|800|811|0|0|0|0|1|0|NA|0|-99|Cambodia (Kampuchea), Thailand
2014|97|294|Government of Cambodia (Kampuchea)|811|148|1|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2015|97|294|Government of Cambodia (Kampuchea)|811|148|1|2|1|3|800|811|0|0|0|0|1|0|0|0|-99|Cambodia (Kampuchea), Thailand
2009|100|297|Nigeria|475|84|1|3|2|4|475|0|0|0|1|0|0|0|0|0|-99|Nigeria
2010|100|297|Government of Nigeria|475|84|1|3|2|4|475|0|0|0|0|1|0|0|3|2|1|Nigeria
2011|100|297|Government of Nigeria|475|84|1|3|2|4|475|0|0|0|1|0|0|3|3|2|1|Nigeria
2012|100|297|Government of Nigeria|475|84|1|4|2|4|475|0|0|0|1|0|0|3|3|0|1|Nigeria
2013|100|297|Government of Nigeria|475|84|1|4|2|4|475|0|0|0|1|0|0|3|3|0|1|Nigeria
2014|100|297|Government of Nigeria|475|84|1|4|2|4|475|0|0|0|1|0|0|1|3|0|1|Nigeria
2015|100|297|Government of Nigeria|475|84|1|4|2|4|475|0|0|0|1|0|0|1|0|0|1|Nigeria
2009|100|297|Boko Haram|1935|1051|3|3|2|4|475|0|0|0|1|0|0|0|0|0|-99|Nigeria
2010|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|3|2|4|475|0|0|0|0|1|0|0|0|2|2|Nigeria
2011|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|3|2|4|475|0|0|0|1|0|0|0|0|2|2|Nigeria
2012|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|475|0|0|0|1|0|0|0|0|2|2|Nigeria
2013|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|475|0|0|0|1|0|0|2|0|2|1, 2, 7|Nigeria
2014|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|475|0|0|0|1|0|0|2|3|2|1, 2, 7|Nigeria
2015|100|297|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|475|0|0|0|1|0|0|2|3|0|1, 2|Nigeria
2011|102|299|Government of Syria|652|118|1|3|2|2|652|0|0|0|1|0|0|2|2|1|1, 6, 7|Syria
2012|102|299|Government of Syria|652|118|1|3|2|2|652|0|0|0|1|0|0|3|2|1|1, 6, 7|Syria
2013|102|299|Government of Syria|652|118|1|3|2|2|652|0|0|0|1|0|0|3|2|1|1, 7|Syria
2014|102|299|Government of Syria|652|118|1|3|2|2|652|0|0|0|1|0|0|3|2|0|1, 7|Syria
2015|102|299|Government of Syria|652|118|1|4|2|2|652|0|0|0|1|0|0|3|2|2|1, 7|Syria
2011|102|299|Syrian insurgents|4456|4456|3|3|2|2|652|0|0|0|1|0|0|0|0|0|-99|Syria
2012|102|299|Syrian insurgents|4456|4456|3|3|2|2|652|0|0|0|1|0|0|0|0|0|-99|Syria
2013|102|299|Syrian insurgents|4456|4456|3|3|2|2|652|0|0|0|1|0|0|0|0|0|-99|Syria
2014|102|299|Syrian insurgents|4456|4456|3|3|2|2|652|0|0|0|1|0|0|0|0|0|-99|Syria
2015|102|299|Syrian insurgents|4456|4456|3|4|2|2|652|0|0|0|1|0|0|0|0|0|-99|Syria
1989|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1990|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1991|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1992|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1993|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|1|1|Cambodia
1994|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|1|1, 7|Cambodia
1995|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|NA|-99|Cambodia
1996|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|1|0|1|Cambodia
1997|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1998|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1999|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2000|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2001|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2002|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2003|103|300|Cambodia|811|148|1|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1989|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1990|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1991|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1992|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1993|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|NA|-99|Cambodia
1994|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|1|0|3|1|Cambodia
1995|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|NA|-99|Cambodia
1996|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1997|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1998|103|300|KR|1112|270|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1999|103|300|KR|1112|270|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2000|103|300|KR|1112|270|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2001|103|300|KR|1112|270|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2002|103|300|KR|1112|270|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2003|103|300|KR|1112|270|3|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1989|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1990|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1991|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1992|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1993|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1994|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1995|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1996|103|300|KPNLF|1114|272|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1989|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1990|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1991|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1992|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1993|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1994|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1995|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|NA|-99|Cambodia
1996|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1997|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|1|0|0|0|0|0|-99|Cambodia
1998|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
1999|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2000|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2001|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2002|103|300|FUNCINPEC|1115|273|3|4|2|3|811|0|0|0|0|0|1|0|0|0|-99|Cambodia
2000|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|1|0|0|2|2|2|1|Guinea
2001|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|1|0|0|1|0|0|1|Guinea
2002|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|0|0|1|1|0|1|1|Guinea
2003|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2004|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2005|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2006|111|307|Guinea|438|77|1|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2000|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|1|0|0|0|0|0|-99|Guinea
2001|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|1|0|0|0|0|0|-99|Guinea
2002|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2003|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2004|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2005|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
2006|111|307|RFDG|1309|463|3|3|2|4|438|0|0|0|0|0|1|0|0|0|-99|Guinea
1989|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|0|-99|Philippines
1990|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|0|-99|Philippines
1991|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|0|1|0|0|0|0|-99|Philippines
1992|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|0|1|0|0|0|0|-99|Philippines
1993|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|0|-99|Philippines
1994|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
1995|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
1996|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
1997|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
1998|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
1999|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2000|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2001|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|1|NA|1|Philippines
2002|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2003|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2004|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2005|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|NA|-99|Philippines
2006|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|0|-99|Philippines
2007|112|308|Philippines|840|154|1|3|2|3|840|0|0|0|1|0|0|0|0|0|-99|Philippines
