year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
1992|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Anyanya II|8009|8009|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1989|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1990|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1991|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2009|113|309|Arab Pastoralists|8010|8010|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|Equatoria Defence Force (EDF/Khartoum)|8036|8036|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1989|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1990|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1991|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2009|113|309|Fertit Militiamen (Peace Army)|8040|8040|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1989|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1990|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1991|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2009|113|309|Mundari Commandos|8064|8064|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1989|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1990|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1991|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Murahaleen|8065|8065|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1989|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1990|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1991|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|Murle Forces|8066|8066|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1992|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2003|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|-99|-99
2004|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2009|113|309|People's Police|8074|8074|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2004|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2005|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2006|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2007|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2008|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2009|113|309|South Sudan Defence Forces - Tanginya Faction (SSDF Tanginya)|8096|8096|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2001|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2002|113|309|Sudan People's Liberation Army - Bahr el Ghazal Group (SPLA Bahr el Ghazal)|8102|8102|6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1993|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1994|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1995|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1996|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1997|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1998|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
1999|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0|0|0|0|-99
2000|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2001|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2002|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2003|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2004|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2005|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2006|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2007|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2008|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
2009|113|309|Sudan People's Liberation Movement/Army - United (SPLM/A-United)|2268||6|4|2|4|Sudan|625|0|0|0|1|0|0||||
1989|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|-99|-99
1995|117|313|Sri Lanka (Ceylon)|780|145|1|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1989|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|-99|-99
1995|117|313|JVP|1123|281|3|3|2|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1989|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|-99|-99
1995|117|313|Black Cats|8016|8016|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1989|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|-99|-99
1995|117|313|Green Tigers|8044|8044|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1989|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|-99|-99
1995|117|313|People's Revolutionary Red Army|8075|8075|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1989|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|The Eagles of the Highlands|8104|8104|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|-99|-99
1989|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1992|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1993|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|0|-99
1994|117|313|Yellow Cats|8118|8118|6|3|2|3|Sri Lanka|780|0|0|0|0|0|1|0|0|-99|-99
2009|118|314|Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2010|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2011|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2012|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|0|1|0|0|0|0|-99
2013|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|-99|0|-99
2014|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|0|0|1|0|0|0|-99
2015|118|314|Government of Central African Republic|482|86|2|4|2|4|Uganda|500|0|0|0|0|0|1|0|0|0|-99
2008|118|314|Democratic Republic of Congo (Zaire)|490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2009|118|314|Democratic Republic of Congo (Zaire)|490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2010|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2011|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2012|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|0|1|0|0|0|0|-99
2013|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|-99|0|-99
2014|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
2015|118|314|Government of DR Congo (Zaire) |490|89|2|4|2|4|Uganda|500|0|0|0|1|0|0|0|0|0|-99
1989|118|314|Uganda|500|90|1|3|2|4|Uganda|500|0|0|0|1|0|0|0|1|-99|1
